record_id,airline_code,airline_name,flight_number,origin_airport,destination_airport,departure_datetime,arrival_datetime,duration_min,status,delay_min,aircraft_type,cabin_class,seat,passenger_id,passenger_gender,passenger_age,passenger_nationality,booking_datetime,sales_channel,payment_method,ticket_price,currency,ticket_price_usd_est,bags_total,bags_checked
2410,BA,British Airways,BA5940,BCN,HAV,18/04/2024 11:46,18/04/2024 20:59,348,DELAYED,195,B767,BUSINESS,9F,fea642c0-5786-4708-a433-049973191570,M,42,US,13/04/2024 08:21,WEB,TRANSFERENCIA,162.49,USD,162.49,1,0
2411,AV,AVIANCA,AV8754,SJO,GUA,25/10/2025 12:14,25/10/2025 16:03,209,ON_TIME,0,B777,ECONOMY,34D,e4f73c15-2c74-4bc9-b7e6-20d87d9600c7,F,31,CR,03/10/2025 17:31,WEB,PUNTOS,76.37,USD,76.37,1,0
2412,UA,United,UA0558,GUA,SAP,10/12/2024 18:12,10/12/2024 22:38,242,ON_TIME,0,CRJ9,PREMIUM_ECONOMY,13C,1e8ca8e3-edf6-4205-962f-1b29a6580764,M,23,MX,09/04/2024 09:55,APP,TARJETA,109.42,USD,109.42,2,1
2413,UA,United,ua6433,LAX,HAV,17/07/2025 16:19,17/07/2025 19:37,207,ON_TIME,0,B739,FIRST,3A,f1ba3f09-dd54-4166-8e13-ebe39ea69ed3,Femenino,33,SV,09/07/2025 18:52,APP,TARJETA,336.79,USD,336.79,1,0
2414,FR,Ryanair,FR0182,GUA,BCN,04/06/2024 11:27,04/06/2024 13:29,98,ON_TIME,0,B738,ECONOMY,28A,839b23a3-4b25-45cf-b346-7b764bd4f048,M,35,MX,02/03/2024 10:19,CALL_CENTER,TARJETA,107.69,USD,107.69,1,0
2415,DL,Delta,DL1365,MIA,CUN,16/12/2025 05:42,16/12/2025 11:52,178,DELAYED,200,CRJ9,ECONOMY,27F,96eaa09c-8eaf-42ef-9437-80d8f07a9e03,F,46,HN,10/10/2025 08:53,AEROPUERTO,EFECTIVO,56.39,USD,56.39,1,0
2416,IB,Iberia,IB4856,MAD,SAL,23/10/2024 16:16,23/10/2024 20:25,246,ON_TIME,0,B739,ECONOMY,37F,968d7abf-467b-4543-841c-842f923d703f,M,45,HN,04/10/2024 20:48,AEROPUERTO,PAYPAL,53.77,USD,53.77,1,0
2417,AM,AEROMEXICO,AM3667,JFK,SAP,09/02/2025 01:29,02/09/2025 03:27,102,DIVERTED,0,CRJ9,ECONOMY,22A,b904f614-5fe7-421a-97e4-3e2f0a548cba,M,41,CU,01/06/2025 16:00,APP,EFECTIVO,101.18,MXN,5.87,0,0
2418,DL,DELTA,DL3720,GUA,BCN,12/07/2025 08:27,07/12/2025 13:05,288,ON_TIME,0,B767,ECONOMY,28F,c8a99621-5c9a-4330-9def-61aaf5068652,M,9,US,23/05/2025 11:58,CALL_CENTER,EFECTIVO,84.15,USD,84.15,2,1
2419,AM,Aeromexico,AM1354,MIA,PTY,21/08/2025 18:56,22/08/2025 00:47,336,ON_TIME,0,E190,ECONOMY,39A,b6ac12f7-7eea-49f1-9a81-6d99656e366a,F,27,HN,05/05/2025 18:56,APP,PUNTOS,62.45,USD,62.45,0,0
2420,CM,COPA AIRLINES,CM4463,BOG,LAX,26/11/2025 10:39,11-26-2025 01:07 PM,141,ON_TIME,0,E190,ECONOMY,30F,a294be42-355b-4362-b193-9e1b1fa2bb12,M,51,GT,09/11/2025 06:48,WEB,PUNTOS,64.79,USD,64.79,1,0
2421,CM,Copa Airlines,CM5605,MEX,BOG,29/12/2024 07:28,12-29-2024 10:33 AM,184,DIVERTED,0,A321,ECONOMY,23A,b078eb4b-d775-4cfb-a710-0a9a8a8b8357,M,23,SV,03/12/2024 18:16,WEB,TARJETA,83.64,USD,83.64,2,1
2422,AM,Aeromexico,AM1361,JFK,SAL,27/03/2024 09:03,27/03/2024 13:33,263,ON_TIME,0,A319,ECONOMY,22D,72763879-a0c1-4afa-b107-e60696bc0901,F,42,GT,12-25-2023 12:40 AM,CALL_CENTER,TRANSFERENCIA,77.51,USD,77.51,0,0
2423,DL,Delta,DL1848,SAL,SJO,12-29-2025 06:12 AM,29/12/2025 12:38,367,ON_TIME,0,A319,ECONOMY,44D,b5afee52-220f-4594-a8be-b504a2475f8f,M,49,PA,24/10/2025 01:23,CALL_CENTER,TRANSFERENCIA,98.09,USD,98.09,2,1
2424,UA,United,UA8272,GUA,MEX,24/04/2024 16:19,04-24-2024 05:51 PM,81,ON_TIME,0,B787,ECONOMY,20B,690f5cfb-b37b-45f9-bbc9-c620d044a2a1,F,5,US,10/04/2024 05:41,WEB,TARJETA,67.67,USD,67.67,0,0
2425,AV,Avianca,AV7040,JFK,GUA,13/02/2025 15:28,02-13-2025 08:49 PM,325,ON_TIME,0,E190,FIRST,1A,b570390f-f17a-45a6-bbdc-cd8148713e4e,M,26,CR,24/12/2024 15:16,APP,PAYPAL,366.05,USD,366.05,3,2
2426,UA,United,UA9463,SAL,MAD,24/03/2025 15:07,24/03/2025 18:13,168,ON_TIME,0,A320,PREMIUM_ECONOMY,15A,ccc3fc7f-68d4-4939-976c-22b4cb115baa,M,0,PE,03-23-2025 02:36 PM,AEROPUERTO,TARJETA,268.34,MXN,15.56,2,1
2427,AA,American Airlines,AA4340,LAX,MAD,18/12/2025 10:21,18/12/2025 13:32,187,ON_TIME,0,B777,ECONOMY,18F,42d0850f-2483-4133-abd9-9496995023c7,F,40,CO,08-26-2025 07:13 AM,WEB,TARJETA,85.81,USD,85.81,1,0
2428,IB,IBERIA,IB2960,CUN,LAX,25/08/2024 03:33,25/08/2024 09:03,335,ON_TIME,0,A321,ECONOMY,43E,81238548-c239-4925-9876-d278bfee047e,M,49,CR,17/07/2024 15:13,AEROPUERTO,TRANSFERENCIA,184.99,USD,184.99,1,0
2429,AV,Avianca,AV6412,BCN,MEX,03/04/2024 10:49,03/04/2024 15:33,260,ON_TIME,0,B787,ECONOMY,22B,69c4f881-074d-4b2d-b3f5-d2c060c5edf6,F,45,SV,23/03/2024 02:25,CALL_CENTER,TRANSFERENCIA,113.53,USD,113.53,0,0
2430,IB,Iberia,IB2011,HAV,GUA,12-22-2025 12:54 AM,22/12/2025 03:49,185,ON_TIME,0,A319,BUSINESS,9E,f6f38ed4-a847-4db1-89f3-e846226cd20c,M,35,MX,17/12/2025 23:16,AGENCIA,TRANSFERENCIA,170.52,USD,170.52,2,1
2431,CM,Copa Airlines,CM8251,LAX,GUA,05/03/2024 07:39,03/05/2024 14:44,416,ON_TIME,0,E190,ECONOMY,19D,8a077bbe-39e8-4b5f-9682-65fa5c5a96a4,F,27,CR,04/01/2024 16:41,APP,PUNTOS,"61,00",USD,61,0,0
2432,BA,British Airways,BA2389,mex,PTY,16/02/2024 05:59,02-16-2024 11:10 AM,300,ON_TIME,0,B767,ECONOMY,36D,b9e9845d-de6e-4e47-abe7-5d9000c10bb3,F,25,US,24/10/2023 08:05,CALL_CENTER,TARJETA,50.77,MXN,2.94,1,0
2433,LA,LATAM,LA2488,BCN,JFK,22/06/2024 00:15,22/06/2024 03:52,196,ON_TIME,0,B738,ECONOMY,19D,959478b8-b80c-4d1a-b54f-9c9a24000bcf,M,33,SV,07/03/2024 10:34,AGENCIA,PAYPAL,45.17,MXN,2.62,1,0
2434,AV,Avianca,AV0848,PTY,JFK,12/05/2024 23:40,06/12/2024 05:16,314,ON_TIME,0,B737,ECONOMY,20B,a6bdc71b-fbbe-4f21-a64c-9e28c0cf9cbf,M,36,US,17/08/2024 14:54,APP,EFECTIVO,80.42,USD,80.42,2,1
2435,CM,COPA AIRLINES,CM6112,MIA,BCN,28/02/2025 16:45,,,CANCELLED,,B757,ECONOMY,,82a2c438-e20e-48e4-bdef-3b83b5539f23,M,35,HN,22/02/2025 13:07,AGENCIA,TARJETA,67.85,USD,67.85,1,0
2436,FR,RYANAIR,FR3520,GUA,JFK,09/12/2024 02:52,12/09/2024 07:35,258,ON_TIME,0,B787,ECONOMY,30C,805934d3-8006-49c0-82ab-045b954de4d1,M,73,HN,22/08/2024 03:58,AGENCIA,PUNTOS,131.11,USD,131.11,1,0
2437,UA,United,UA1300,GUA,MEX,24/07/2025 22:36,07-25-2025 04:17 AM,270,DELAYED,81,CRJ9,ECONOMY,29A,5766b8c1-8cbd-409d-b358-31b05a2f2d96,f,17,CO,27/04/2025 17:28,CALL_CENTER,TARJETA,88.37,MXN,5.13,2,1
2438,LA,LATAM,LA5234,LIM,JFK,06-26-2024 02:33 PM,26/06/2024 18:08,207,DIVERTED,0,A319,ECONOMY,38F,bfb40ae5-0060-4c05-bf41-0ab01d796614,F,26,,09/03/2024 11:17,WEB,PUNTOS,57.11,USD,57.11,1,0
2439,LA,LATAM,LA7544,SAL,JFK,09/11/2025 20:42,12/09/2025 02:30,344,ON_TIME,0,A321,ECONOMY,42F,d154a1cb-4db6-4f94-a8e5-4ff7c8865d24,F,16,MX,01/08/2025 06:15,AEROPUERTO,PAYPAL,94.75,USD,94.75,1,0
2440,B6,JetBlue,B61955,SJO,LIM,15/09/2024 14:09,,,CANCELLED,,A321,PREMIUM_ECONOMY,,5b9717e5-93e4-48e3-b09a-465d87273276,M,25,ES,17/06/2024 19:51,AGENCIA,PUNTOS,154.29,EUR,168.18,0,0
2441,WN,Southwest,WN3125,PTY,CUN,07-23-2025 06:34 PM,24/07/2025 01:03,318,DELAYED,52,B737,ECONOMY,37A,d1f10027-3630-4547-811d-9588ea085c38,F,46,ES,05-26-2025 03:22 PM,CALL_CENTER,EFECTIVO,131.75,USD,131.75,2,1
2442,DL,Delta,DL7802,SAP,LIM,05/09/2025 05:48,05/09/2025 14:53,365,DELAYED,169,B739,FIRST,1D,bc808c6b-d2dd-4bce-af0f-f49b3182594d,Masculino,22,CR,15/06/2025 14:22,CALL_CENTER,TRANSFERENCIA,365.56,USD,365.56,2,1
2443,AA,AMERICAN AIRLINES,AA7853,CUN,MIA,14/11/2025 04:47,14/11/2025 11:34,321,DELAYED,86,B777,ECONOMY,32B,6b84e1fd-8cc2-4810-b41d-a2e1c4748ea5,F,42,PA,12/08/2025 00:19,AGENCIA,TARJETA,69,USD,69,1,0
2444,UA,United,UA4878,MEX,BOG,30/07/2025 08:28,30/07/2025 09:30,50,ON_TIME,0,B757,BUSINESS,10E,8c7a4211-55b2-4eef-af67-213b10e584e5,M,23,,09/06/2025 21:50,CALL_CENTER,TARJETA,314.75,MXN,18.26,1,0
2445,DL,Delta,DL5034,SAL,SAP,02/11/2025 20:20,02/11/2025 23:51,213,ON_TIME,0,B737,ECONOMY,34D,ceb6799b-dc14-4e75-998a-ffe7cff6946e,F,36,PA,08-13-2025 06:48 PM,AEROPUERTO,TRANSFERENCIA,101.76,MXN,5.9,1,0
2446,IB,Iberia,IB9769,MIA,mex,22/02/2025 05:35,02-22-2025 03:02 PM,399,DELAYED,160,B767,ECONOMY,45C,f83f924b-d15c-4624-a964-00c0727fac1c,M,23,CR,24/10/2024 20:20,CALL_CENTER,PAYPAL,53.16,USD,53.16,1,0
2447,WN,Southwest,WN2060,gua,BCN,13/11/2025 22:02,14/11/2025 00:28,124,ON_TIME,0,B777,ECONOMY,31F,2bb29035-6585-49c7-8b04-61ee874a142e,F,26,ES,09/11/2025 08:26,AGENCIA,EFECTIVO,77.99,MXN,4.52,2,1
2448,AV,Avianca,AV0079,sap,HAV,22/03/2024 11:13,22/03/2024 17:16,352,ON_TIME,0,B738,BUSINESS,4E,41845ac6-47fb-44e4-ba6c-b82f285e85d6,F,20,PA,17/02/2024 15:51,WEB,EFECTIVO,178.57,USD,178.57,1,0
2449,BA,British Airways,BA0295,LIM,MEX,13/02/2024 14:14,13/02/2024 16:38,121,ON_TIME,0,B757,PREMIUM_ECONOMY,15E,d9d311da-80f7-434f-92bd-934dbec4c34b,F,12,US,12-13-2023 10:20 PM,APP,TARJETA,"74,30",USD,74.3,1,0
2450,AA,AMERICAN AIRLINES,AA6710,LIM,GUA,25/04/2024 07:19,04-25-2024 09:20 AM,72,DELAYED,42,A320,BUSINESS,8F,ef08d86d-734b-4ec9-860d-67a62b430ce1,M,42,PE,01/06/2024 12:44,APP,EFECTIVO,221.36,USD,221.36,2,1
2451,AA,American Airlines,AA9466,HAV,LIM,16/03/2024 16:39,16/03/2024 20:27,231,ON_TIME,0,A319,ECONOMY,26C,6a39e4da-bb2c-42ee-ab92-028ff460bae1,F,28,SV,07/01/2024 12:45,WEB,EFECTIVO,57.04,EUR,62.17,2,1
2452,WN,Southwest,WNO396,MEX,LIM,03/04/2024 20:52,04/04/2024 02:52,370,ON_TIME,0,B767,PREMIUM_ECONOMY,13B,44f89660-883c-43f0-804a-f0600ef0b1ac,Masculino,20,HN,23/02/2024 17:23,WEB,PUNTOS,96.5,USD,96.5,2,1
2453,IB,Iberia,IB4912,LIM,BCN,04/07/2025 03:01,04/07/2025 08:32,312,ON_TIME,0,B777,ECONOMY,42E,40a2c10f-2d1f-4832-91d9-15108ebb724b,M,42,ES,05-16-2025 11:21 AM,CALL_CENTER,PAYPAL,112.72,EUR,122.86,1,0
2454,AV,AVIANCA,AV2093,MIA,MAD,24/01/2024 11:11,01-24-2024 03:53 PM,264,ON_TIME,0,B737,PREMIUM_ECONOMY,14B,1d815702-2445-4aa0-b7c4-d4a4421520e9,F,27,CO,28/11/2023 18:38,WEB,TARJETA,73.44,USD,73.44,1,0
2455,FR,Ryanair,FR0138,MIA,BCN,08/05/2025 06:36,08/05/2025 12:42,348,ON_TIME,0,A319,PREMIUM_ECONOMY,12D,b2b7eef8-4a80-4b5c-904c-f2e2cbe779d1,Femenino,37,SV,30/06/2025 21:26,AEROPUERTO,PUNTOS,82.42,USD,82.42,1,0
2456,B6,JetBlue,B60477,MEX,LIM,27/01/2025 11:39,27/01/2025 16:29,278,ON_TIME,0,B738,ECONOMY,23F,d113a096-47f4-49e7-8448-7f1d6d49acdf,M,27,HN,09/01/2025 01:42,AEROPUERTO,TRANSFERENCIA,129.52,MXN,7.51,2,1
2457,BA,British Airways,BA4608,LIM,GUA,07/09/2024 14:39,09/07/2024 23:53,395,DELAYED,146,CRJ9,BUSINESS,6F,542986e6-7e93-4cbe-8c5b-03117e8bc5b5,Masculino,44,ES,24/07/2024 08:22,AGENCIA,EFECTIVO,"189,38",USD,189.38,2,1
2458,UA,United,UA7841,MEX,LIM,08-25-2024 05:58 PM,25/08/2024 20:21,127,ON_TIME,0,E190,ECONOMY,35F,b78b1565-8e9f-4b1a-9861-2e195928588d,F,17,US,07/07/2024 07:51,AEROPUERTO,TRANSFERENCIA,87.71,USD,87.71,2,1
2459,CM,Copa Airlines,CM3560,GUA,MEX,10/01/2025 15:27,10/01/2025 20:07,274,ON_TIME,0,B767,ECONOMY,17B,a8f49b82-e732-4f1c-ae6f-799cbeb018b5,M,47,HN,18/10/2024 03:03,APP,PAYPAL,71.42,USD,71.42,0,0
2460,AV,Avianca,AV6623,HAV,JFK,16/12/2025 13:46,16/12/2025 16:12,126,ON_TIME,0,E190,ECONOMY,22B,8a477cad-fae6-441a-8a75-93cae925cc47,m,51,GT,12/03/2025 20:15,APP,PAYPAL,128.06,USD,128.06,1,0
2461,WN,Southwest,WN7717,BOG,SJO,05/01/2024 23:44,02/05/2024 03:04,176,ON_TIME,0,B737,ECONOMY,36A,1707cdb2-1f58-48a2-a940-9838ea9b23f0,X,55,ES,01-14-2024 05:59 AM,AGENCIA,PUNTOS,90.63,USD,90.63,1,0
2462,B6,JetBlue,B62265,LAX,MEX,01-14-2025 03:03 AM,14/01/2025 06:29,102,DELAYED,82,B787,ECONOMY,35E,5b7725fb-c08a-4e5a-b451-f51b5154ae24,M,41,ES,14/11/2024 22:41,AGENCIA,EFECTIVO,133.62,EUR,145.65,2,1
2463,FR,Ryanair,FR9005,HAV,SJO,18/12/2025 21:21,18/12/2025 22:34,57,ON_TIME,0,B767,BUSINESS,4F,a8175e30-8d0a-46b2-9cec-6fdd72d0098e,M,39,MX,08-23-2025 05:00 AM,WEB,EFECTIVO,"150,35",USD,150.35,0,0
2464,AV,Avianca,AV9561,BOG,CUN,30/12/2024 10:55,30/12/2024 15:53,304,ON_TIME,0,A320,ECONOMY,34A,af5da5e5-5fcd-4320-8335-3b9fc23344e8,F,28,SV,20/09/2024 16:59,APP,PAYPAL,88.54,USD,88.54,2,1
2465,DL,Delta,DL9608,JFK,SAP,14/08/2025 02:45,14/08/2025 06:36,207,DELAYED,13,A319,BUSINESS,9A,5e0768e9-035b-48fa-8ca4-0d6fe4166994,F,17,GT,12/06/2025 02:52,APP,EFECTIVO,170.43,USD,170.43,2,1
2466,FR,RYANAIR,FR3082,JFK,PTY,29/10/2025 02:44,29/10/2025 04:08,91,ON_TIME,0,B738,PREMIUM_ECONOMY,11F,4ef5d7b3-2a0a-4171-b66c-c0374c3b55c5,M,48,CU,22/10/2025 23:57,AGENCIA,PAYPAL,51.07,USD,51.07,1,0
2467,WN,Southwest,WN2653,PTY,GUA,08/07/2024 19:38,08/07/2024 21:00,90,ON_TIME,0,B767,ECONOMY,33E,e2d6de32-2ed3-40a4-8635-7c93f68591af,M,53,ES,03/06/2024 18:12,APP,PAYPAL,120.64,USD,120.64,2,1
2468,AA,American Airlines,AA2250,BCN,JFK,20/11/2025 04:52,20/11/2025 08:32,207,ON_TIME,0,A321,PREMIUM_ECONOMY,12B,917409f6-d144-4a8c-a467-f20dcd8b7e1a,F,28,CO,25/08/2025 02:48,APP,TARJETA,132.99,USD,132.99,0,0
2469,AA,AMERICAN AIRLINES,AA1840,cun,BCN,25/11/2025 07:06,25/11/2025 12:50,229,DELAYED,106,B767,ECONOMY,16D,03cdcf3a-d10e-45a5-8eeb-731a30b4a727,f,34,PA,11/10/2025 17:46,CALL_CENTER,TARJETA,125.27,MXN,7.27,2,1
2470,WN,Southwest,WN7077,SJO,JFK,21/12/2024 08:55,21/12/2024 11:26,146,ON_TIME,0,A319,ECONOMY,27C,e5602806-1bff-405a-9a99-0ea6eb1c7ad8,F,46,CO,29/10/2024 03:26,AGENCIA,PAYPAL,49.9,USD,49.9,1,0
2471,AM,Aeromexico,AM7252,SAL,CUN,16/09/2025 06:10,16/09/2025 10:29,246,ON_TIME,0,B777,BUSINESS,4C,3f9e35ca-6dfc-47b1-b454-05bc17d981f0,Masculino,41,CU,07/07/2025 07:01,CALL_CENTER,EFECTIVO,166.74,USD,166.74,2,1
2472,IB,Iberia,IB8913,SAP,MAD,17/09/2025 05:08,17/09/2025 07:38,117,DELAYED,40,B739,ECONOMY,20F,655b361a-cea4-455e-9650-984e44300889,M,35,CO,08-19-2025 08:08 AM,WEB,PAYPAL,63.13,EUR,68.81,1,0
2473,AV,Avianca,AV0799,GUA,SJO,04/10/2024 17:37,10/05/2024 01:47,284,DELAYED,205,A321,ECONOMY,34F,36068cec-96a6-479c-81a9-469dd379785b,M,56,US,09-26-2024 10:53 PM,AEROPUERTO,PUNTOS,117.22,GTQ,15,2,1
2474,LA,LATAM,LA3753,CUN,SAL,11/03/2024 08:45,03/11/2024 15:05,372,ON_TIME,0,B787,ECONOMY,34E,4a5929b9-747f-4410-b278-5078599d5320,M,24,PA,10-16-2024 12:40 PM,WEB,EFECTIVO,51.05,GTQ,6.53,2,1
2475,AM,Aeromexico,AM0235,MIA,pty,24/06/2024 20:47,25/06/2024 00:51,240,ON_TIME,0,B767,BUSINESS,10D,b46a542a-7c82-4f98-8330-ca0b97c4e745,F,28,PA,18/06/2024 13:12,AEROPUERTO,TRANSFERENCIA,208.63,USD,208.63,0,0
2476,WN,Southwest,WN6582,SAL,SJO,13/01/2024 17:43,13/01/2024 21:17,209,ON_TIME,0,A319,PREMIUM_ECONOMY,14B,6f948d0d-5cbb-49ea-a5e1-fb8fbc17b3d4,F,37,PE,28/11/2023 13:33,WEB,TARJETA,170.49,EUR,185.83,1,0
2477,LA,LATAM,LA1417,HAV,MAD,07-20-2025 04:46 AM,20/07/2025 06:10,81,ON_TIME,0,A319,ECONOMY,42E,9e560495-c24e-4e0d-a2d7-b8d9f6ca8efb,f,44,HN,07/04/2025 16:15,CALL_CENTER,PAYPAL,114.36,USD,114.36,0,0
2478,BA,British Airways,BA1155,SAL,BCN,01/12/2025 08:25,01/12/2025 12:31,252,ON_TIME,0,B787,ECONOMY,41A,bd553201-5f01-4930-8767-abd5b43dbc4b,M,38,GT,30/10/2025 18:58,CALL_CENTER,TRANSFERENCIA,50.09,EUR,54.6,0,0
2479,CM,Copa Airlines,CM1311,LAX,MEX,05-13-2025 02:32 PM,13/05/2025 19:52,309,ON_TIME,0,B777,ECONOMY,33D,6a9642e4-98b3-4701-bd88-93685baba284,M,31,MX,26/03/2025 23:14,AGENCIA,EFECTIVO,118.04,USD,118.04,2,1
2480,AA,AMERICAN AIRLINES,AA3693,SAL,PTY,31/10/2025 03:25,10-31-2025 06:32 AM,166,ON_TIME,0,A321,ECONOMY,32E,2eb9bd4b-fdb1-40f9-a10f-1b46e775a67b,F,33,GT,09/11/2025 11:47,CALL_CENTER,EFECTIVO,97.13,USD,97.13,1,0
2481,B6,JETBLUE,B60692,MEX,MAD,11-26-2025 10:17 PM,27/11/2025 01:21,176,ON_TIME,0,B777,ECONOMY,17B,cf4d7252-bbed-4955-9025-94e0960baadd,M,29,CR,16/08/2025 03:56,AEROPUERTO,PUNTOS,56.8,GTQ,7.27,1,0
2482,AV,Avianca,AV4745,SAP,LIM,04/09/2024 10:27,09/04/2024 12:08,91,ON_TIME,0,B757,ECONOMY,27A,66d8b879-db19-404e-874d-bb9ed31703c2,X,32,US,17/06/2024 15:08,AEROPUERTO,EFECTIVO,90.76,GTQ,11.62,2,1
2483,IB,Iberia,IB9567,SJO,PTY,02/03/2025 13:25,02/03/2025 16:56,195,ON_TIME,0,A320,ECONOMY,44C,93fa0fdf-3b59-45ad-b127-b8aa5956dbac,M,25,CR,30/11/2024 13:12,APP,PAYPAL,75,MXN,4.35,1,0
2484,AV,Avianca,AV6748,PTY,SJO,11-25-2024 12:11 AM,25/11/2024 01:51,105,ON_TIME,0,B767,BUSINESS,7F,5e774b2f-f005-4a9c-a599-7b68bef6cbd9,M,21,US,24/09/2024 05:45,AGENCIA,TARJETA,265.12,EUR,288.98,1,0
2485,LA,LATAM,LA8060,LAX,CUN,22/04/2024 15:30,22/04/2024 17:03,72,ON_TIME,0,B737,ECONOMY,30C,3c837a1f-c693-408b-94c2-6c244d150203,M,30,PA,08/01/2024 23:59,AEROPUERTO,TRANSFERENCIA,135.43,EUR,147.62,0,0
2486,FR,RYANAIR,FR5025,HAV,JFK,29/12/2024 00:02,29/12/2024 06:21,359,ON_TIME,0,B739,ECONOMY,43E,8d75f343-e585-4c19-a8d8-3845826b7007,F,53,CO,13/11/2024 21:41,AGENCIA,TARJETA,79.17,USD,79.17,2,1
2487,AA,American Airlines,AA4827,MEX,GUA,19/09/2025 05:32,19/09/2025 14:24,420,DELAYED,91,B738,ECONOMY,27E,96110dec-1b91-4f27-a05e-aee7156a1259,X,20,CU,24/05/2025 13:23,,TRANSFERENCIA,39.25,USD,39.25,1,0
2488,CM,Copa Airlines,CM3542,LAX,BOG,14/08/2025 16:04,14/08/2025 20:46,292,ON_TIME,0,E190,ECONOMY,31F,30c598af-5717-48fc-9a09-47b1417b4985,M,14,HN,05/06/2025 09:32,AGENCIA,PUNTOS,50.36,USD,50.36,1,0
2489,WN,SOUTHWEST,WN4561,MAD,LIM,19/04/2024 16:14,20/04/2024 01:28,410,DELAYED,129,B757,PREMIUM_ECONOMY,15E,e17303e7-ab0a-4763-a752-06b9e18876b8,F,51,US,01-19-2024 02:23 AM,CALL_CENTER,PAYPAL,114.51,USD,114.51,1,0
2490,IB,Iberia,IB8235,GUA,SAL,11/09/2025 19:23,11/09/2025 20:13,58,ON_TIME,0,B739,ECONOMY,20C,798b5a1d-1805-463d-b846-654200ded260,Masculino,39,MX,29/05/2025 10:09,WEB,TRANSFERENCIA,37.44,USD,37.44,1,0
2491,IB,Iberia,IB0716,CUN,MEX,22/04/2024 14:36,,,CANCELLED,,B777,ECONOMY,,c035a67f-fece-4739-ae9b-0ac6a06c1a34,Femenino,18,PA,01/09/2024 02:58,CALL_CENTER,TARJETA,111.11,EUR,121.11,2,1
2492,WN,Southwest,WN1450,MEX,mia,24/11/2025 11:28,24/11/2025 18:54,235,DELAYED,189,B767,ECONOMY,21F,b21cc576-a8ab-4ef3-b1a1-226064124a23,F,37,CU,01/09/2025 05:59,APP,TRANSFERENCIA,77.36,MXN,4.49,1,0
2493,LA,LATAM,LA8099,MAD,BCN,04/01/2025 02:41,04/01/2025 07:22,284,ON_TIME,0,B777,PREMIUM_ECONOMY,12B,e1e58948-57bc-48e8-b660-4bef33525946,F,41,PE,10-23-2024 10:06 PM,CALL_CENTER,PUNTOS,194.93,GTQ,24.95,0,0
2494,DL,Delta,DL1909,BOG,SAL,12-21-2024 12:21 AM,12-21-2024 07:27 AM,411,ON_TIME,0,B739,PREMIUM_ECONOMY,15C,d4d18d47-0c22-4bf7-a11e-64033b6ef20e,M,31,SV,28/11/2024 14:41,WEB,PUNTOS,112.66,GTQ,14.42,2,1
2495,AA,American Airlines,AA9593,MAD,MEX,09/11/2025 14:48,11/09/2025 17:45,176,ON_TIME,0,B777,ECONOMY,42D,51e859aa-e27a-4267-8a24-8673cdc8c9c4,F,36,PE,08/12/2025 15:43,WEB,PUNTOS,188.15,MXN,10.91,1,0
2496,FR,Ryanair,fr6074,SAP,GUA,28/07/2024 01:51,07-28-2024 07:01 AM,305,ON_TIME,0,B739,ECONOMY,28A,ab6bc730-bcab-4f68-928e-d27b37d6f723,F,6,CU,07/05/2024 16:49,APP,TRANSFERENCIA,103.45,USD,103.45,1,0
2497,B6,JetBlue,B63106,SAP,MEX,08/12/2025 17:55,08/12/2025 21:43,212,ON_TIME,0,A319,ECONOMY,24A,9b364c8a-74a5-45a8-8577-b18c5c3a18b6,M,32,CO,22/09/2025 00:28,AGENCIA,PAYPAL,99.32,USD,99.32,2,1
2498,FR,RYANAIR,FR1768,CUN,GUA,31/08/2024 09:02,08-31-2024 03:03 PM,350,ON_TIME,0,CRJ9,ECONOMY,40C,f155835a-069f-4d9b-82a1-cb108e25f40e,Femenino,25,GT,07/12/2024 16:16,AGENCIA,TARJETA,80.07,USD,80.07,1,0
2499,DL,Delta,DL2640,SJO,BCN,02/06/2024 10:39,06/02/2024 15:56,223,DELAYED,81,B787,ECONOMY,35F,50e4bec0-1371-405d-a881-21cdecb50592,F,43,CU,07/11/2023 11:25,AEROPUERTO,PAYPAL,"242,14",USD,242.14,2,1
2500,DL,Delta,DL1709,MIA,BOG,11/04/2025 21:10,05/11/2025 00:24,173,ON_TIME,0,B739,ECONOMY,33B,2c6942f8-90b3-480d-b349-8e8e202912e8,F,44,CR,24/07/2025 11:53,,EFECTIVO,60.53,GTQ,7.75,0,0
2501,CM,COPA AIRLINES,CM0152,SAL,BCN,07/11/2024 00:59,07/11/2024 03:40,154,ON_TIME,0,CRJ9,ECONOMY,43B,9cce9c33-ecc2-49ca-9ece-df113c10ba36,F,28,MX,05/08/2024 15:07,WEB,EFECTIVO,69.5,USD,69.5,3,2
2502,WN,Southwest,WN0767,BCN,LAX,03/04/2025 22:05,04/04/2025 02:12,236,ON_TIME,0,A320,ECONOMY,17A,635b7dfa-b956-488e-a9b5-52af2c9fd6f2,m,10,CR,03-25-2025 08:27 AM,CALL_CENTER,PAYPAL,72.56,MXN,4.21,1,0
2503,WN,Southwest,WN9860,SAL,LIM,18/10/2024 16:56,10-18-2024 06:19 PM,69,ON_TIME,0,B787,ECONOMY,18B,cc460d3a-c4d6-4e7f-a953-eaafeb13c31d,M,43,US,08-21-2024 07:03 AM,AEROPUERTO,TRANSFERENCIA,"52,14",USD,52.14,1,0
